Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Appendix: Care Processes,Figure 20,"Urine Albumin Creatinine Ratio (UACR) completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,23,UACR,%,39.7,15505.0,6155.0
Appendix: Care Processes,Figure 20,"Urine Albumin Creatinine Ratio (UACR) completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,24,UACR,%,39.9,15895.0,6335.0
Appendix: Care Processes,Figure 20,"Urine Albumin Creatinine Ratio (UACR) completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,25,UACR,%,39.7,16320.0,6485.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,15,Blood pressure,%,83.5,10960.0,9155.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,16,Blood pressure,%,86.8,11490.0,9975.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,17,Blood pressure,%,86.9,12140.0,10555.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,18,Blood pressure,%,84.3,12955.0,10925.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,19,Blood pressure,%,81.6,13640.0,11135.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,20,Blood pressure,%,81.6,14205.0,11590.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,21,Blood pressure,%,82.2,14675.0,12070.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,22,Blood pressure,%,82.5,15205.0,12550.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,23,Blood pressure,%,82.2,15505.0,12750.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,24,Blood pressure,%,82.2,15895.0,13070.0
Appendix: Care Processes,Figure 21,"Blood pressure completion rates in adolescents and young adults with type 1 diabetes, by age at audit year start",2017-21,England,25,Blood pressure,%,82.8,16320.0,13505.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,HbA1c,%,85.8,38080.0,32685.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,HbA1c,%,86.8,38225.0,33195.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,HbA1c,%,83.3,38395.0,31985.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,HbA1c,%,66.9,38295.0,25605.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,UACR,%,47.6,38080.0,18120.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,UACR,%,47.7,38225.0,18230.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,UACR,%,48.5,38395.0,18610.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,UACR,%,29.8,38295.0,11400.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,Blood pressure,%,89.3,38080.0,34010.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,Blood pressure,%,90.0,38225.0,34410.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,Blood pressure,%,88.5,38395.0,33990.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,Blood pressure,%,64.9,38295.0,24870.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,Foot exam,%,69.7,38080.0,26530.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,Foot exam,%,70.9,38225.0,27105.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,Foot exam,%,67.5,38395.0,25935.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,Foot exam,%,38.8,38295.0,14865.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,BMI,%,84.0,38080.0,31980.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,BMI,%,84.9,38225.0,32440.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,BMI,%,83.7,38395.0,32130.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,BMI,%,64.1,38295.0,24530.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2017-18,England,15-25,Cholesterol,%,72.4,38080.0,27575.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2018-19,England,15-25,Cholesterol,%,73.7,38225.0,28185.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2019-20,England,15-25,Cholesterol,%,69.2,38395.0,26560.0
Appendix: Care Processes,Figure 22 / Table 8,"Care process completion rates in adolescents and young adults with type 1 diabetes, by audit year",2020-21,England,15-25,Cholesterol,%,50.8,38295.0,19455.0
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Number of people,n,9090.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Number of people,n,9865.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Number of people,n,10975.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Number of people,n,11270.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Number of people,n,10955.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Number of people,n,11155.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Number of people,n,11555.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Number of people,n,12130.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Number of people,n,12570.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Number of people,n,12910.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Number of people,n,13250.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Mean,n,69.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Mean,n,71.5,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Mean,n,73.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Mean,n,75.2,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Mean,n,76.3,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Mean,n,76.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Mean,n,76.1,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Mean,n,75.4,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Mean,n,74.3,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Mean,n,73.7,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Mean,n,73.1,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Median,n,65.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Median,n,66.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Median,n,68.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Median,n,70.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Median,n,71.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Median,n,73.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Median,n,72.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Median,n,71.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Median,n,70.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Median,n,70.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Median,n,69.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Interquartile range - Lower quartile,n,56.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Interquartile range - Lower quartile,n,56.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Interquartile range - Lower quartile,n,57.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Interquartile range - Lower quartile,n,59.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Interquartile range - Lower quartile,n,60.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Interquartile range - Lower quartile,n,60.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Interquartile range - Lower quartile,n,59.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Interquartile range - Lower quartile,n,57.4,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Interquartile range - Upper quartile,n,78.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Interquartile range - Upper quartile,n,81.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Interquartile range - Upper quartile,n,84.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Interquartile range - Upper quartile,n,88.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Interquartile range - Upper quartile,n,89.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Interquartile range - Upper quartile,n,90.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Interquartile range - Upper quartile,n,89.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Interquartile range - Upper quartile,n,87.7,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Interquartile range - Upper quartile,n,87.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Interquartile range - Upper quartile,n,86.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Interquartile range - Upper quartile,n,85.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Range,n,153.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Range,n,170.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Range,n,159.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Range,n,156.6,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Range,n,163.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Range,n,168.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Range,n,161.4,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Range,n,171.6,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Range,n,165.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Range,n,168.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Range,n,160.0,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,15,Standard deviation,n,20.1,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,16,Standard deviation,n,22.2,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,17,Standard deviation,n,22.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,18,Standard deviation,n,23.5,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,19,Standard deviation,n,23.7,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,20,Standard deviation,n,23.2,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,21,Standard deviation,n,22.8,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,22,Standard deviation,n,22.5,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,23,Standard deviation,n,21.9,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,24,Standard deviation,n,21.7,,
Appendix: Treatment target,Table 9,HbA1c results (mmol/mol) by age at HbA1c result,2017-21,England,25,Standard deviation,n,21.7,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,15,Known to paediatric services,n,65.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,16,Known to paediatric services,n,66.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Known to paediatric services,n,67.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Known to paediatric services,n,69.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Known to paediatric services,n,70.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Known to paediatric services,n,70.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,15,Not known to paediatric services,n,66.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,16,Not known to paediatric services,n,67.2,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Not known to paediatric services,n,68.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Not known to paediatric services,n,71.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Not known to paediatric services,n,72.0,,
Appendix: Treatment target,Figure 23,Median HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Not known to paediatric services,n,73.0,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,15,Known to paediatric services,n,68.6,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,16,Known to paediatric services,n,70.8,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Known to paediatric services,n,72.4,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Known to paediatric services,n,74.0,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Known to paediatric services,n,73.8,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Known to paediatric services,n,74.2,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,15,Not known to paediatric services,n,70.6,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,16,Not known to paediatric services,n,73.3,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Not known to paediatric services,n,74.0,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Not known to paediatric services,n,76.3,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Not known to paediatric services,n,76.7,,
Appendix: Treatment target,Figure 24,Mean HbA1c result (mmol/mol) by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Not known to paediatric services,n,76.9,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Number of people,n,7180.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Number of people,n,7310.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Number of people,n,6860.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Number of people,n,5305.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Number of people,n,1445.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Number of people,n,130.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Mean,n,68.6,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Mean,n,70.8,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Mean,n,72.4,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Mean,n,74.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Mean,n,73.8,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Mean,n,74.2,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Median,n,65.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Median,n,66.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Median,n,67.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Median,n,69.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Median,n,70.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Median,n,70.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Interquartile range - Lower quartile,n,56.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Interquartile range - Lower quartile,n,56.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Interquartile range - Lower quartile,n,57.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Interquartile range - Upper quartile,n,77.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Interquartile range - Upper quartile,n,80.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Interquartile range - Upper quartile,n,83.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Interquartile range - Upper quartile,n,85.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Interquartile range - Upper quartile,n,85.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Interquartile range - Upper quartile,n,87.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Range,n,151.1,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Range,n,146.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Range,n,148.6,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Range,n,156.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Range,n,158.5,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Range,n,103.0,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,15,Standard deviation,n,19.4,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,16,Standard deviation,n,21.4,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,17,Standard deviation,n,22.2,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,18,Standard deviation,n,22.2,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,19,Standard deviation,n,21.8,,
Appendix: Treatment target,Table 10,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes known to paediatric services by age at HbA1c result,2017-21,England,20,Standard deviation,n,21.5,,
