Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Number of people,n,1910.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Number of people,n,2555.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Number of people,n,4115.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Number of people,n,5960.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Number of people,n,9505.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Number of people,n,11030.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Number of people,n,11545.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Number of people,n,12125.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Number of people,n,12565.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Number of people,n,12910.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Number of people,n,13250.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Mean,n,70.6,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Mean,n,73.3,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Mean,n,74.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Mean,n,76.3,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Mean,n,76.7,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Mean,n,76.9,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Mean,n,76.1,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Mean,n,75.4,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Mean,n,74.3,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Mean,n,73.7,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Mean,n,73.1,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Median,n,66.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Median,n,67.2,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Median,n,68.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Median,n,71.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Median,n,72.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Median,n,73.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Median,n,72.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Median,n,71.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Median,n,70.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Median,n,70.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Median,n,69.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Interquartile range - Lower quartile,n,56.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Interquartile range - Lower quartile,n,56.3,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Interquartile range - Lower quartile,n,57.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Interquartile range - Lower quartile,n,59.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Interquartile range - Lower quartile,n,59.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Interquartile range - Lower quartile,n,60.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Interquartile range - Lower quartile,n,60.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Interquartile range - Lower quartile,n,59.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Interquartile range - Lower quartile,n,58.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Interquartile range - Lower quartile,n,57.4,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Interquartile range - Upper quartile,n,80.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Interquartile range - Upper quartile,n,85.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Interquartile range - Upper quartile,n,86.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Interquartile range - Upper quartile,n,90.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Interquartile range - Upper quartile,n,90.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Interquartile range - Upper quartile,n,90.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Interquartile range - Upper quartile,n,89.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Interquartile range - Upper quartile,n,87.7,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Interquartile range - Upper quartile,n,87.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Interquartile range - Upper quartile,n,86.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Interquartile range - Upper quartile,n,85.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,15,Range,n,150.5,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,16,Range,n,170.8,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,17,Range,n,158.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,18,Range,n,153.6,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,19,Range,n,163.8,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,20,Range,n,168.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,21,Range,n,161.4,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,22,Range,n,171.6,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,23,Range,n,165.0,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,24,Range,n,168.8,,
Appendix: Treatment target,Table 11,HbA1c results (mmol/mol) adolescents and young adults with type 1 diabetes not known to paediatric services by age at HbA1c result,2017-21,England,25,Range,n,160.0,,
